"CODE","YEAR","MONTH","DAY","DUMMY","DATE","DIVELOCATION","BROAD LOCATION","DAYS","NO OF DIVES","VIZ","CURRENT","WIND","WEATHER","TEMP","SEA COND.","DIVER NUMBERS","REBREATHER","COUNT","LATITUDE","LONGITUDE","SPECIES_COMMON","ABUNDANCE","SPECIES_SCIENTIFIC","DATASET","OWNER"
"D2706",2009,11,14,NA,"11/14","NORTH","Protea_pinnacles",1,1,"3-10","0.5","0-20SW","overcast later rain","20-18","calm","6",NA,106,-30.8249,30.4884,"SANDSHARK",25,"RYNCHOBATUS DJIDDENSIS","UVC-S","ROLAND"
"D2709",2009,11,16,NA,"11/16","NORTH","Protea_pinnacles",1,1,"10","0.5","15SW","overcast","21","okay","5",NA,106,-30.8249,30.4884,"SANDSHARK",11,"RYNCHOBATUS DJIDDENSIS","UVC-S","ROLAND"
"D2711",2009,11,17,NA,"11/17","NORTH","Protea_pinnacles",1,1,"8","0.5 rev","8NE","cloudy","21","angry","6",NA,106,-30.8249,30.4884,"SANDSHARK",12,"RYNCHOBATUS DJIDDENSIS","UVC-S","ROLAND"
"D2715",2009,11,20,NA,"11/20","NORTH","Protea_pinnacles",1,1,"0-5-18","0.2","20NE","sunny","14","unsettled","4",NA,106,-30.8249,30.4884,"SANDSHARK",25,"RYNCHOBATUS DJIDDENSIS","UVC-S","ROLAND"
"D2717",2009,11,22,NA,"11/22","NORTH","Protea_pinnacles",1,1,"12","0.2","18SW","sunny","16","choppy","4",NA,106,-30.8249,30.4884,"SANDSHARK",20,"RYNCHOBATUS DJIDDENSIS","UVC-S","ROLAND"
"D2718",2009,11,23,NA,"11/23","NORTH","Protea_pinnacles",1,1,NA,NA,NA,NA,NA,NA,NA,NA,106,-30.8249,30.4884,"SANDSHARK",25,"RYNCHOBATUS DJIDDENSIS","UVC-S","ROLAND"
"D2720",2009,11,24,NA,"11/24","SOUTH","Protea_pinnacles",1,1,"5-20","0.8","18NE","sunny","21-19","choppy","4",NA,91,-30.8434,30.4771,"SHH",10,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D2722",2009,11,25,NA,"11/25","SOUTH","Protea_pinnacles",1,1,"10","2.5","18NE","sunny","22-20","choppy","5",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",1,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D2724",2009,11,26,NA,"11/26","SOUTH","Protea_pinnacles",1,1,"10","0.7","18SW","sunny+clear","21-19","choppy","5",NA,91,-30.8434,30.4771,"SHH",200,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D2724",2009,11,26,NA,"11/26","SOUTH","Protea_pinnacles",1,1,"10","0.7","18SW","sunny+clear","21-19","choppy","5",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",3,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D2725",2009,11,27,NA,"11/27","SOUTH","Protea_pinnacles",1,1,"10-20","0.8","10SW",NA,"22-20","calm","5",NA,91,-30.8434,30.4771,"SHH",1,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D2725",2009,11,27,NA,"11/27","SOUTH","Protea_pinnacles",1,1,"10-20","0.8","10SW",NA,"22-20","calm","5",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",1,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D2727",2009,11,28,NA,"11/28","NORTH","Protea_pinnacles",1,1,"5-15","0.1 rev","8SW","sunny","22-19","calm","9",NA,106,-30.8249,30.4884,"ZAMBEZI / BULL",1,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D2727",2009,11,28,NA,"11/28","NORTH","Protea_pinnacles",1,1,"5-15","0.1 rev","8SW","sunny","22-19","calm","9",NA,106,-30.8249,30.4884,"SANDSHARK",25,"RYNCHOBATUS DJIDDENSIS","UVC-S","ROLAND"
"D2729",2009,11,29,NA,"11/29","NORTH","Protea_pinnacles",1,1,"30","2","15NE","cloudy","23-21","okay","10",NA,106,-30.8249,30.4884,"SHH",3,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D2729",2009,11,29,NA,"11/29","NORTH","Protea_pinnacles",1,1,"30","2","15NE","cloudy","23-21","okay","10",NA,106,-30.8249,30.4884,"ZAMBEZI / BULL",3,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D2729",2009,11,29,NA,"11/29","NORTH","Protea_pinnacles",1,1,"30","2","15NE","cloudy","23-21","okay","10",NA,106,-30.8249,30.4884,"SANDSHARK",30,"RYNCHOBATUS DJIDDENSIS","UVC-S","ROLAND"
"D2729",2009,11,29,NA,"11/29","NORTH","Protea_pinnacles",1,1,"30","2","15NE","cloudy","23-21","okay","10",NA,106,-30.8249,30.4884,"BLACKTIP",1,"CARCHARHINUS LIMBATUS","UVC-S","ROLAND"
"D2733",2009,12,2,NA,"12/02","NORTH","Protea_pinnacles",1,1,"35","2","10NE","overcast+rain","23","calm","2",NA,106,-30.8249,30.4884,"ZAMBEZI / BULL",4,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D2733",2009,12,2,NA,"12/02","NORTH","Protea_pinnacles",1,1,"35","2","10NE","overcast+rain","23","calm","2",NA,106,-30.8249,30.4884,"SANDSHARK",20,"RYNCHOBATUS DJIDDENSIS","UVC-S","ROLAND"
"D2736",2009,12,4,NA,"12/04","SOUTH","Protea_pinnacles",1,1,"25","0.8","12SW","rain","23","okay","4",NA,91,-30.8434,30.4771,"SHH",200,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D2736",2009,12,4,NA,"12/04","SOUTH","Protea_pinnacles",1,1,"25","0.8","12SW","rain","23","okay","4",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",4,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D2738",2009,12,5,NA,"12/05","SOUTH","Protea_pinnacles",1,1,"40","2","10SW-10NE","rain","24","calm","4/4",NA,91,-30.8434,30.4771,"SHH",500,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D2738",2009,12,5,NA,"12/05","SOUTH","Protea_pinnacles",1,1,"40","2","10SW-10NE","rain","24","calm","4/4",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",4,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D2738",2009,12,5,NA,"12/05","SOUTH","Protea_pinnacles",1,1,"40","2","10SW-10NE","rain","24","calm","4/4",NA,91,-30.8434,30.4771,"RAGGIE",5,"CARCHARIAS TAURUS","UVC-S","ROLAND"
"D2738",2009,12,5,NA,"12/05","SOUTH","Protea_pinnacles",1,1,"40","2","10SW-10NE","rain","24","calm","4/4",NA,91,-30.8434,30.4771,"BLACKTIP",5,"CARCHARHINUS LIMBATUS","UVC-S","ROLAND"
"D2739",2009,12,6,NA,"12/06","SOUTH","Protea_pinnacles",1,1,"20","2","12NE","sunny","24-21","calm","6",NA,91,-30.8434,30.4771,"SHH",6,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D2739",2009,12,6,NA,"12/06","SOUTH","Protea_pinnacles",1,1,"20","2","12NE","sunny","24-21","calm","6",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",6,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D2739",2009,12,6,NA,"12/06","SOUTH","Protea_pinnacles",1,1,"20","2","12NE","sunny","24-21","calm","6",NA,91,-30.8434,30.4771,"BLACKTIP",1,"CARCHARHINUS LIMBATUS","UVC-S","ROLAND"
"D2743",2009,12,8,NA,"12/08","SOUTH","Protea_pinnacles",1,1,"20","1.5","8NE-SW","partly cloudy+rain","23-20","choppy","8/5",NA,91,-30.8434,30.4771,"SHH",2,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D2743",2009,12,8,NA,"12/08","SOUTH","Protea_pinnacles",1,1,"20","1.5","8NE-SW","partly cloudy+rain","23-20","choppy","8/5",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",2,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D2745",2009,12,9,NA,"12/09","NORTH","Protea_pinnacles",1,1,"30-15","2","10SW","overcast+rain","24-22","calm","6",NA,106,-30.8249,30.4884,"SHH",15,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D2745",2009,12,9,NA,"12/09","NORTH","Protea_pinnacles",1,1,"30-15","2","10SW","overcast+rain","24-22","calm","6",NA,106,-30.8249,30.4884,"ZAMBEZI / BULL",4,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D2745",2009,12,9,NA,"12/09","NORTH","Protea_pinnacles",1,1,"30-15","2","10SW","overcast+rain","24-22","calm","6",NA,106,-30.8249,30.4884,"SANDSHARK",5,"RYNCHOBATUS DJIDDENSIS","UVC-S","ROLAND"
"D2745",2009,12,9,NA,"12/09","NORTH","Protea_pinnacles",1,1,"30-15","2","10SW","overcast+rain","24-22","calm","6",NA,106,-30.8249,30.4884,"BLACKTIP",15,"CARCHARHINUS LIMBATUS","UVC-S","ROLAND"
"D2746",2009,12,10,NA,"12/10","SOUTH","Protea_pinnacles",1,1,"35","1.5","15SW","rain","24","unsettled","4",NA,91,-30.8434,30.4771,"SHH",300,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D2746",2009,12,10,NA,"12/10","SOUTH","Protea_pinnacles",1,1,"35","1.5","15SW","rain","24","unsettled","4",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",10,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D2746",2009,12,10,NA,"12/10","SOUTH","Protea_pinnacles",1,1,"35","1.5","15SW","rain","24","unsettled","4",NA,91,-30.8434,30.4771,"BLACKTIP",15,"CARCHARHINUS LIMBATUS","UVC-S","ROLAND"
"D2747",2009,12,11,NA,"12/11","SOUTH","Protea_pinnacles",1,1,"25-10","1","5SW","overcast","23-21","flat","5",NA,91,-30.8434,30.4771,"SHH",4,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D2747",2009,12,11,NA,"12/11","SOUTH","Protea_pinnacles",1,1,"25-10","1","5SW","overcast","23-21","flat","5",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",4,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D2747",2009,12,11,NA,"12/11","SOUTH","Protea_pinnacles",1,1,"25-10","1","5SW","overcast","23-21","flat","5",NA,91,-30.8434,30.4771,"BLACKTIP",2,"CARCHARHINUS LIMBATUS","UVC-S","ROLAND"
"D2748",2009,12,12,NA,"12/12","SOUTH","Protea_pinnacles",1,1,"35","1","0","overcast","24-22","flat","9/2",NA,91,-30.8434,30.4771,"SHH",400,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D2748",2009,12,12,NA,"12/12","SOUTH","Protea_pinnacles",1,1,"35","1","0","overcast","24-22","flat","9/2",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",10,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D2748",2009,12,12,NA,"12/12","SOUTH","Protea_pinnacles",1,1,"35","1","0","overcast","24-22","flat","9/2",NA,91,-30.8434,30.4771,"BLACKTIP",4,"CARCHARHINUS LIMBATUS","UVC-S","ROLAND"
"D2749",2009,12,13,NA,"12/13","SOUTH","Protea_pinnacles",1,1,"25","1","0-30SW","sunny-partly cloudy later rain","24-22","flat","6",NA,91,-30.8434,30.4771,"SHH",4,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D2749",2009,12,13,NA,"12/13","SOUTH","Protea_pinnacles",1,1,"25","1","0-30SW","sunny-partly cloudy later rain","24-22","flat","6",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",2,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D2749",2009,12,13,NA,"12/13","SOUTH","Protea_pinnacles",1,1,"25","1","0-30SW","sunny-partly cloudy later rain","24-22","flat","6",NA,91,-30.8434,30.4771,"BLACKTIP",2,"CARCHARHINUS LIMBATUS","UVC-S","ROLAND"
"D2750",2009,12,14,NA,"12/14","SOUTH","Protea_pinnacles",1,1,"45","1","10SW","partly cloudy","24","calm","4",NA,91,-30.8434,30.4771,"SHH",1,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D2750",2009,12,14,NA,"12/14","SOUTH","Protea_pinnacles",1,1,"45","1","10SW","partly cloudy","24","calm","4",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",3,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D2750",2009,12,14,NA,"12/14","SOUTH","Protea_pinnacles",1,1,"45","1","10SW","partly cloudy","24","calm","4",NA,91,-30.8434,30.4771,"BLACKTIP",2,"CARCHARHINUS LIMBATUS","UVC-S","ROLAND"
"D2753",2009,12,17,NA,"12/17","SOUTH","Protea_pinnacles",1,1,"8","0.8","15NE","sunny","24","choppy","9",NA,91,-30.8434,30.4771,"SHH",2,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D2753",2009,12,17,NA,"12/17","SOUTH","Protea_pinnacles",1,1,"8","0.8","15NE","sunny","24","choppy","9",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",8,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D2753",2009,12,17,NA,"12/17","SOUTH","Protea_pinnacles",1,1,"8","0.8","15NE","sunny","24","choppy","9",NA,91,-30.8434,30.4771,"BLACKTIP",2,"CARCHARHINUS LIMBATUS","UVC-S","ROLAND"
"D2754",2009,12,18,NA,"12/18","SOUTH","Protea_pinnacles",1,1,"10","0.5","15SW","partly cloudy","23","unsettled","9",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",8,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D2755",2009,12,19,NA,"12/19","NORTH","Protea_pinnacles",1,1,"20","0.8","0","overcast","24-22",NA,"7",NA,106,-30.8249,30.4884,"ZAMBEZI / BULL",3,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D2755",2009,12,19,NA,"12/19","NORTH","Protea_pinnacles",1,1,"20","0.8","0","overcast","24-22",NA,"7",NA,106,-30.8249,30.4884,"SANDSHARK",1,"RYNCHOBATUS DJIDDENSIS","UVC-S","ROLAND"
"D2756",2009,12,20,NA,"12/20","SOUTH","Protea_pinnacles",1,1,"25-15","0.8","25SW","overcast","26-22","rough","6",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",10,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D2756",2009,12,20,NA,"12/20","SOUTH","Protea_pinnacles",1,1,"25-15","0.8","25SW","overcast","26-22","rough","6",NA,91,-30.8434,30.4771,"BLACKTIP",1,"CARCHARHINUS LIMBATUS","UVC-S","ROLAND"
"D2757",2009,12,21,NA,"12/21","SOUTH","Protea_pinnacles",1,1,"20","0.5","18NE","sunny","23","settled","9",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",5,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D2758",2009,12,22,NA,"12/22","SOUTH","Protea_pinnacles",1,1,"30-20","0.8","15SW","partly cloudy","24","rough","10",NA,91,-30.8434,30.4771,"SHH",300,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D2758",2009,12,22,NA,"12/22","SOUTH","Protea_pinnacles",1,1,"30-20","0.8","15SW","partly cloudy","24","rough","10",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",8,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D2759",2009,12,23,NA,"12/23","SOUTH","Protea_pinnacles",1,1,"25","0.8","0","overcast","25-23","calm","10/8",NA,91,-30.8434,30.4771,"SHH",30,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D2759",2009,12,23,NA,"12/23","SOUTH","Protea_pinnacles",1,1,"25","0.8","0","overcast","25-23","calm","10/8",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",1,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D2759",2009,12,23,NA,"12/23","SOUTH","Protea_pinnacles",1,1,"25","0.8","0","overcast","25-23","calm","10/8",NA,91,-30.8434,30.4771,"BLACKTIP",1,"CARCHARHINUS LIMBATUS","UVC-S","ROLAND"
"D2761",2009,12,24,NA,"12/24","SOUTH","Protea_pinnacles",1,1,"30-15","0.5","12SW","overcast","26-21","calm","5",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",4,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D2761",2009,12,24,NA,"12/24","SOUTH","Protea_pinnacles",1,1,"30-15","0.5","12SW","overcast","26-21","calm","5",NA,91,-30.8434,30.4771,"BLACKTIP",2,"CARCHARHINUS LIMBATUS","UVC-S","ROLAND"
"D2763",2009,12,26,NA,"12/26","SOUTH","Protea_pinnacles",1,1,"30","0.8","15SW","partly cloudy","26-21","okay","9",NA,91,-30.8434,30.4771,"SHH",500,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D2763",2009,12,26,NA,"12/26","SOUTH","Protea_pinnacles",1,1,"30","0.8","15SW","partly cloudy","26-21","okay","9",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",16,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D2763",2009,12,26,NA,"12/26","SOUTH","Protea_pinnacles",1,1,"30","0.8","15SW","partly cloudy","26-21","okay","9",NA,91,-30.8434,30.4771,"BLACKTIP",4,"CARCHARHINUS LIMBATUS","UVC-S","ROLAND"
"D2763",2009,12,26,NA,"12/26","SOUTH","Protea_pinnacles",1,1,"30","0.8","15SW","partly cloudy","26-21","okay","9",NA,91,-30.8434,30.4771,"TIGER",1,"GALEOCERDO CUVIER","UVC-S","ROLAND"
"D2764",2009,12,27,NA,"12/27","SOUTH","Protea_pinnacles",1,1,"20","0.8","15SW","overcast","23","unsettled","9",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",5,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D2764",2009,12,27,NA,"12/27","SOUTH","Protea_pinnacles",1,1,"20","0.8","15SW","overcast","23","unsettled","9",NA,91,-30.8434,30.4771,"BLACKTIP",1,"CARCHARHINUS LIMBATUS","UVC-S","ROLAND"
"D2765",2009,12,28,NA,"12/28","SOUTH","Protea_pinnacles",1,1,"20-10","0.8","15-25NE","sunny","24-21","choppy","1",NA,91,-30.8434,30.4771,"SHH",15,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D2765",2009,12,28,NA,"12/28","SOUTH","Protea_pinnacles",1,1,"20-10","0.8","15-25NE","sunny","24-21","choppy","1",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",5,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D2767",2009,12,30,NA,"12/30","SOUTH","Protea_pinnacles",1,1,"10","0.8","15-20NE","partly cloudy","23","choppy","10/6",NA,91,-30.8434,30.4771,"SHH",120,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D2769",2009,12,31,NA,"12/31","SOUTH","Protea_pinnacles",1,1,"25","0.8","0","sunny","24-19","unsettled","8/3/10",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",5,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D2772",2010,1,2,NA,"02/01","SOUTH","Protea_pinnacles",1,1,"25","0.8","10","Overcast","24","Calm","3",NA,91,-30.8434,30.4771,"SHH",60,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D2772",2010,1,2,NA,"02/01","SOUTH","Protea_pinnacles",1,1,"25","0.8","10","Overcast","24","Calm","3",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",5,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D2774",2010,1,3,NA,"03/01","SOUTH","Protea_pinnacles",1,1,"20-5-15","0.5","18","Sunny","24-19","Cloudy-Sunny","1",NA,91,-30.8434,30.4771,"SHH",900,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D2774",2010,1,3,NA,"03/01","SOUTH","Protea_pinnacles",1,1,"20-5-15","0.5","18","Sunny","24-19","Cloudy-Sunny","1",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",3,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D2776",2010,1,5,NA,"05/01","NORTH","Protea_pinnacles",1,1,"25","0.5","0","Overcast","24","Unsettled","1",NA,106,-30.8249,30.4884,"ZAMBEZI / BULL",4,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D2776",2010,1,5,NA,"05/01","NORTH","Protea_pinnacles",1,1,"25","0.5","0","Overcast","24","Unsettled","1",NA,106,-30.8249,30.4884,"RAGGIE",1,"CARCHARIAS TAURUS","UVC-S","ROLAND"
"D2776",2010,1,5,NA,"05/01","NORTH","Protea_pinnacles",1,1,"25","0.5","0","Overcast","24","Unsettled","1",NA,106,-30.8249,30.4884,"TIGER",1,"GALEOCERDO CUVIER","UVC-S","ROLAND"
"D2778",2010,1,7,NA,"07/01","SOUTH","Protea_pinnacles",1,1,"15","1","18","Partly Cloud","24-20","Choppy","1",NA,91,-30.8434,30.4771,"SHH",100,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D2778",2010,1,7,NA,"07/01","SOUTH","Protea_pinnacles",1,1,"15","1","18","Partly Cloud","24-20","Choppy","1",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",2,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D2780",2010,1,9,NA,"09/01","SOUTH","Protea_pinnacles",1,1,"30","2.5","15","Rain-Sunny","25-23","Unsettled","2",NA,91,-30.8434,30.4771,"SHH",3,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D2780",2010,1,9,NA,"09/01","SOUTH","Protea_pinnacles",1,1,"30","2.5","15","Rain-Sunny","25-23","Unsettled","2",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",5,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D2788",2010,1,16,NA,"16/01","SOUTH","Protea_pinnacles",1,1,"25","0.8","18","Overcast","24","Rough",NA,NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",1,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D2788",2010,1,16,NA,"16/01","SOUTH","Protea_pinnacles",1,1,"25","0.8","18","Overcast","24","Rough",NA,NA,91,-30.8434,30.4771,"BLACKTIP",3,"CARCHARHINUS LIMBATUS","UVC-S","ROLAND"
"D2810",2010,2,5,NA,"05/02","SOUTH","Protea_pinnacles",1,1,"20","2.5","0-20","Sunny","27","Unsettled",NA,NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",12,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D2810",2010,2,5,NA,"05/02","SOUTH","Protea_pinnacles",1,1,"20","2.5","0-20","Sunny","27","Unsettled",NA,NA,91,-30.8434,30.4771,"TIGER",1,"GALEOCERDO CUVIER","UVC-S","ROLAND"
"D2811",2010,2,6,NA,"06/02","SOUTH","Protea_pinnacles",1,1,"15","1","8","Sunny","26-22","Unsettled",NA,NA,91,-30.8434,30.4771,"SHH",3,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D2811",2010,2,6,NA,"06/02","SOUTH","Protea_pinnacles",1,1,"15","1","8","Sunny","26-22","Unsettled",NA,NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",7,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D2814",2010,2,8,NA,"08/02","SOUTH","Protea_pinnacles",1,1,"8","2.5","10","Sunny","25-21","Calm","1",NA,91,-30.8434,30.4771,"SHH",3,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D2814",2010,2,8,NA,"08/02","SOUTH","Protea_pinnacles",1,1,"8","2.5","10","Sunny","25-21","Calm","1",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",6,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D2814",2010,2,8,NA,"08/02","SOUTH","Protea_pinnacles",1,1,"8","2.5","10","Sunny","25-21","Calm","1",NA,91,-30.8434,30.4771,"BLACKTIP",12,"CARCHARHINUS LIMBATUS","UVC-S","ROLAND"
"D2815",2010,2,9,NA,"09/02","SOUTH","Protea_pinnacles",1,1,"15","2","15-20","Sunny","23-19","Unsettled","2",NA,91,-30.8434,30.4771,"SHH",300,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D2815",2010,2,9,NA,"09/02","SOUTH","Protea_pinnacles",1,1,"15","2","15-20","Sunny","23-19","Unsettled","2",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",1,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D2816",2010,2,10,NA,"10/02","SOUTH","Protea_pinnacles",1,1,"15","2","25","Sunny","18","Rough","1",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",4,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D2820",2010,2,14,NA,"14/02","SOUTH","Protea_pinnacles",1,1,"10","1.5","0","Partly Cloud","25-20","Swells","2",NA,91,-30.8434,30.4771,"SANDSHARK",4,"RYNCHOBATUS DJIDDENSIS","UVC-S","ROLAND"
"D2820",2010,2,14,NA,"14/02","SOUTH","Protea_pinnacles",1,1,"10","1.5","0","Partly Cloud","25-20","Swells","2",NA,91,-30.8434,30.4771,"RAGGIE",2,"CARCHARIAS TAURUS","UVC-S","ROLAND"
"D2821",2010,2,15,NA,"15/02","SOUTH","Protea_pinnacles",1,1,"very bad","1","15-25","Sunny","24-21","Choppy","1",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",1,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D2822",2010,2,16,NA,"16/02","SOUTH","Protea_pinnacles",1,1,"12","1","10","Sunny","25-21","Calm","2",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",2,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D2822",2010,2,16,NA,"16/02","SOUTH","Protea_pinnacles",1,1,"12","1","10","Sunny","25-21","Calm","2",NA,91,-30.8434,30.4771,"BLACKTIP",7,"CARCHARHINUS LIMBATUS","UVC-S","ROLAND"
"D2824",2010,2,17,NA,"17/02","SOUTH","Protea_pinnacles",1,1,"25","1","20","Overcast","26-24","Rough","1",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",5,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D2828",2010,2,21,NA,"21/02","SOUTH","Protea_pinnacles",1,1,"20","0","15-20","Sunny","25-21","Rough",NA,NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",1,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D2829",2010,2,22,NA,"22/02","NORTH","Protea_pinnacles",1,1,"20","1","8","Sunny","25-21","Calm",NA,NA,106,-30.8249,30.4884,"ZAMBEZI / BULL",2,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D2831",2010,2,23,NA,"23/02","SOUTH","Protea_pinnacles",1,1,"20","1.5","0","Sunny","27-25","Flat","1",NA,91,-30.8434,30.4771,"SHH",1,"SPHYRNA LEWINI","UVC-S","ROLAND"
"D2831",2010,2,23,NA,"23/02","SOUTH","Protea_pinnacles",1,1,"20","1.5","0","Sunny","27-25","Flat","1",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",3,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D2831",2010,2,23,NA,"23/02","SOUTH","Protea_pinnacles",1,1,"20","1.5","0","Sunny","27-25","Flat","1",NA,91,-30.8434,30.4771,"SANDSHARK",1,"RYNCHOBATUS DJIDDENSIS","UVC-S","ROLAND"
"D2834",2010,2,25,NA,"25/02","NORTH","Protea_pinnacles",1,1,"20","2","20","Partly Cloud","25-21","Choppy","1",NA,106,-30.8249,30.4884,"ZAMBEZI / BULL",3,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
"D2836",2010,2,27,NA,"27/02","SOUTH","Protea_pinnacles",1,1,"35","0.8","15","Overcast+Rain","27","Rough","2",NA,91,-30.8434,30.4771,"ZAMBEZI / BULL",1,"CARCHARHINUS LEUCAS","UVC-S","ROLAND"
