"speciesrange","area_km2","perc_in_area","range_in_area","CUR_NME","SPECIES_SCIENTIFIC","type"
700,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","ELECTROLUX ADDISONI","iucn"
800,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","ERIDACNIS SINUANS","iucn"
240900,7725.17096,0.000825573272383383,198.880601317157,"Southeast Atlantic Seamounts Marine Protected Area","ETMOPTERUS BIGELOWI","iucn"
71200,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","ETMOPTERUS COMPAGNOI","iucn"
441700,7725.17096,0.00342598077554769,1513.25570855941,"Southeast Atlantic Seamounts Marine Protected Area","ETMOPTERUS LUCIFER","iucn"
276500,7725.17096,0.000719278770222896,198.880579966631,"Southeast Atlantic Seamounts Marine Protected Area","ETMOPTERUS PUSILLUS","iucn"
91400,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","ETMOPTERUS SCULPTUS","iucn"
5500,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","ETMOPTERUS SENTOSUS","iucn"
47500,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","ETMOPTERUS VIATOR","iucn"
104000,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","EUPROTOMICROIDES ZANTEDESCHIA","iucn"
197700,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","EUPROTOMICRUS BISPINATUS","iucn"
137800,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","GALEOCERDO CUVIER","iucn"
209600,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","GALEORHINUS GALEUS","iucn"
32700,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","GALEUS POLLI","iucn"
26700,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","GYMNURA NATALENSIS","iucn"
9500,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","HALAELURUS LINEATUS","iucn"
68200,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","HALAELURUS NATALENSIS","iucn"
60800,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","HAPLOBLEPHARUS EDWARDSII","iucn"
4100,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","HAPLOBLEPHARUS FUSCUS","iucn"
4800,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","HAPLOBLEPHARUS KISTNASAMYI","iucn"
7200,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","HAPLOBLEPHARUS PICTUS","iucn"
36400,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","HARRIOTTA RALEIGHANA","iucn"
49000,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","HEMIPRISTIS ELONGATA","iucn"
177600,7725.17096,0.00111982320561462,198.880601317157,"Southeast Atlantic Seamounts Marine Protected Area","HEPTRANCHIAS PERLO","iucn"
11000,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","HETERODONTUS RAMALHEIRA","iucn"
11600,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","HETERONARCE GARMANI","iucn"
143100,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","HETEROSCYMNOIDES MARLEYI","iucn"
263900,7725.17096,0.000753621073577734,198.880601317164,"Southeast Atlantic Seamounts Marine Protected Area","HEXANCHUS GRISEUS","iucn"
6900,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","HEXANCHUS NAKAMURAI","iucn"
325900,7725.17096,0.00248343065260929,809.350049685367,"Southeast Atlantic Seamounts Marine Protected Area","HEXATRYGON BICKELLI","iucn"
5700,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","HIMANTURA UARNAK","iucn"
600,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","HOLOALAELURUS PUNCTATUS","iucn"
10200,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","HOLOHALAELURUS FAVUS","iucn"
600,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","HOLOHALAELURUS PUNCTATUS","iucn"
247100,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","HOLOHALAELURUS REGANI","iucn"
120500,7725.17096,0.0067515739428901,813.564660118258,"Southeast Atlantic Seamounts Marine Protected Area","HYDROLAGUS AFFINIS","iucn"
32900,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","HYDROLAGUS AFRICANUS","iucn"
99900,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","HYPOGALEUS HYUGAENSIS","iucn"
857200,7725.17096,0.0029933970218458,2565.93992712622,"Southeast Atlantic Seamounts Marine Protected Area","ISURUS OXYRINCHUS","iucn"
1002600,7725.17096,0.00770241754840036,7722.4438340262,"Southeast Atlantic Seamounts Marine Protected Area","ISURUS PAUCUS","iucn"
999100,7725.17096,0.00772940029429106,7722.4438340262,"Southeast Atlantic Seamounts Marine Protected Area","LAMNA NASUS","iucn"
8500,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","LEUCORAJA COMPAGNOI","iucn"
187000,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","LEUCORAJA WALLACEI","iucn"
300,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","LOXODON MACRORHINUS","iucn"
31700,7725.17096,0.00313894082755166,99.5044242333876,"Southeast Atlantic Seamounts Marine Protected Area","MALACORAJA SPINACIDERMIS","iucn"
1041600,7725.17096,0.00741402057798214,7722.4438340262,"Southeast Atlantic Seamounts Marine Protected Area","MEGACHASMA PELAGIOS","iucn"
304400,7725.17096,0.000266700365032129,81.1835911157802,"Southeast Atlantic Seamounts Marine Protected Area","MITSUKURINA OWSTONI","iucn"
222300,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","MOBULA ALFREDI","iucn"
199500,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","MOBULA BIROSTRIS","iucn"
131200,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","MOBULA EREGOODOO","iucn"
226800,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","MOBULA KUHLII","iucn"
290000,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","MOBULA MOBULAR","iucn"
1041600,7725.17096,0.00741402057798214,7722.4438340262,"Southeast Atlantic Seamounts Marine Protected Area","MOBULA TARAPACANA","iucn"
1041600,7725.17096,0.00741402057798214,7722.4438340262,"Southeast Atlantic Seamounts Marine Protected Area","MOBULA THURSTONI","iucn"
14500,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","MUSTELUS MOSIS","iucn"
192300,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","MUSTELUS MUSTELUS","iucn"
205800,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","MUSTELUS PALUMBES","iucn"
175300,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","MYLIOBATIS AQUILA","iucn"
86900,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","NARKE CAPENSIS","iucn"
6100,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","NEBRIUS FERRUGINEUS","iucn"
32600,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","NEGAPRION ACUTIDENS","iucn"
109800,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","NEORAJA STEHMANNI","iucn"
175200,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","NOTORYNCHUS CEPEDIANUS","iucn"
77800,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","ODONTASPIS FEROX","iucn"
125000,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","OXYNOTUS CENTRINA","iucn"
44100,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","PATEOBATIS JENKINSII","iucn"
118800,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","PLIOTREMA WARRENI","iucn"
42200,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","PORODERMA AFRICANUM","iucn"
115400,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","PORODERMA PANTHERINUM","iucn"
1041600,7725.17096,0.00741402057798214,7722.4438340262,"Southeast Atlantic Seamounts Marine Protected Area","PRIONACE GLAUCA","iucn"
6000,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","PRISTIS PRISTIS","iucn"
6300,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","PRISTIS ZIJSRON","iucn"
274600,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","PSEUDOCARCHARIAS KAMOHARAI","iucn"
168100,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","PTEROPLATYTRYGON VIOLACEA","iucn"
70200,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","RAJA OCELLIFERA","iucn"
203000,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","RAJA STRAELENI","iucn"
171100,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","RAJA STRAELINI","iucn"
209000,7725.17096,0.000952195447212713,199.008848467457,"Southeast Atlantic Seamounts Marine Protected Area","RAJELLA BARNARDI","iucn"
206500,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","RAJELLA CAUDASPINOSA","iucn"
70300,7725.17096,0.00283085132955128,199.008848467455,"Southeast Atlantic Seamounts Marine Protected Area","RAJELLA DISSIMILIS","iucn"
190700,7725.17096,0.00104357025939583,199.008848466784,"Southeast Atlantic Seamounts Marine Protected Area","RAJELLA LEOPARDA","iucn"
21200,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","RAJELLA RAVIDULA","iucn"
5000,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","RHINA ANCYLOSTOMA","iucn"
729400,7725.17096,0.00136190367230522,993.37253857943,"Southeast Atlantic Seamounts Marine Protected Area","RHINCODON TYPUS","iucn"
6500,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","RHINOBATOS AUSTINI","iucn"
5000,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","RHINOBATOS HOLCORHYNCHUS","iucn"
107600,7725.17096,0.0018495246140098,199.008848467455,"Southeast Atlantic Seamounts Marine Protected Area","RHINOCHIMAERA ATLANTICA","iucn"
1700,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","RHIZOPRIONODON ACUTUS","iucn"
11800,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","RHYNCHOBATUS DJIDDENSIS","iucn"
265400,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","ROSTRORAJA ALBA","iucn"
202000,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","SCYLIORHINUS CAPENSIS","iucn"
8900,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","SCYLLIOGALEUS QUECKETTI","iucn"
35200,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","SOMNIOSUS ANTARCTICUS","iucn"
66900,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","SPHYRNA LEWINI","iucn"
86500,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","SPHYRNA MOKARRAN","iucn"
286900,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","SPHYRNA ZYGAENA","iucn"
218400,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","SQUALUS ACANTHIAS","iucn"
6600,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","SQUALUS ACUTIPINNIS","iucn"
118700,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","SQUALUS BASSI","iucn"
2100,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","SQUALUS BLAINVILLE","iucn"
15700,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","SQUALUS MAHIA","iucn"
172300,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","SQUALUS MARGARETSMITHAE","iucn"
89400,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","SQUATINA AFRICANA","iucn"
127500,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","STEGOSTOMA TIGRINUM","iucn"
2500,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","TAENIURA LYMMA","iucn"
34500,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","TAENIUROPS MEYENI","iucn"
141300,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","TETRONARCE COWLEYI","iucn"
122900,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","TETRONARCE NOBILIANA","iucn"
147200,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","TORPEDO FUSCOMACULATA","iucn"
30800,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","TORPEDO MARMORATA","iucn"
7500,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","TORPEDO SINUSPERSICI","iucn"
1900,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","TRIAENODON OBESUS","iucn"
15400,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","TRIAKIS MEGALOPTERUS","iucn"
56600,7725.17096,0,0,"Southeast Atlantic Seamounts Marine Protected Area","UROGYMNUS ASPERRIMUS","iucn"
253800,7725.17096,0.00117415041900168,297.999376342626,"Southeast Atlantic Seamounts Marine Protected Area","ZAMEUS SQUAMULOSUS","iucn"
24400,7558.98047,0,0,"Southwest Indian Seamounts Marine Protected Area","ACROTERIOBATUS ANNULATUS","iucn"
200,7558.98047,0,0,"Southwest Indian Seamounts Marine Protected Area","ACROTERIOBATUS BLOCHII","iucn"
7500,7558.98047,0,0,"Southwest Indian Seamounts Marine Protected Area","ACROTERIOBATUS LEUCOSPILUS","iucn"
46900,7558.98047,0,0,"Southwest Indian Seamounts Marine Protected Area","ACROTERIOBATUS OCELLATUS","iucn"
105000,7558.98047,0,0,"Southwest Indian Seamounts Marine Protected Area","AETOBATUS OCELLATUS","iucn"
89900,7558.98047,0.00180280762504992,162.072405491988,"Southwest Indian Seamounts Marine Protected Area","AETOMYLAEUS BOVINUS","iucn"
337400,7558.98047,0,0,"Southwest Indian Seamounts Marine Protected Area","ALOPIAS PELAGICUS","iucn"
1041600,7558.98047,0.00718240920694025,7481.19742994896,"Southwest Indian Seamounts Marine Protected Area","ALOPIAS SUPERCILIOSUS","iucn"
983500,7558.98047,0.00556438938034516,5472.57695556946,"Southwest Indian Seamounts Marine Protected Area","ALOPIAS VULPINUS","iucn"
207900,7558.98047,0,0,"Southwest Indian Seamounts Marine Protected Area","AMBLYRAJA HYPERBOREA","iucn"
4300,7558.98047,0,0,"Southwest Indian Seamounts Marine Protected Area","AMBLYRAJA ROBERTSI","iucn"
1500,7558.98047,0,0,"Southwest Indian Seamounts Marine Protected Area","ANACANTHOBATIS MARMORATA","iucn"
50500,7558.98047,0.0336237412386345,1697.99893255104,"Southwest Indian Seamounts Marine Protected Area","APRISTURUS MICROPS","iucn"
39200,7558.98047,0.0298651908318322,1170.71548060782,"Southwest Indian Seamounts Marine Protected Area","APRISTURUS SALDANHA","iucn"
55800,7558.98047,0.0000385739262715362,2.15242508595172,"Southwest Indian Seamounts Marine Protected Area","BATHYRAJA SMITHII","iucn"
122700,7558.98047,0.0195599255641459,2400.0028667207,"Southwest Indian Seamounts Marine Protected Area","BATHYTOSHIA BREVICAUDATA","iucn"
230400,7558.98047,0.0125868774829842,2900.01657207956,"Southwest Indian Seamounts Marine Protected Area","BATHYTOSHIA LATA","iucn"
173400,7558.98047,0.00473502636044065,821.053570900408,"Southwest Indian Seamounts Marine Protected Area","CALLORHINCHUS CAPENSIS","iucn"
10600,7558.98047,0,0,"Southwest Indian Seamounts Marine Protected Area","CARCHARHINUS ALBIMARGINATUS","iucn"
21200,7558.98047,0,0,"Southwest Indian Seamounts Marine Protected Area","CARCHARHINUS ALTIMUS","iucn"
3400,7558.98047,0,0,"Southwest Indian Seamounts Marine Protected Area","CARCHARHINUS AMBOINENSIS","iucn"
85800,7558.98047,0.00188895577496489,162.072405491988,"Southwest Indian Seamounts Marine Protected Area","CARCHARHINUS BRACHYURUS","iucn"
98000,7558.98047,0.00633828415875257,621.151847557752,"Southwest Indian Seamounts Marine Protected Area","CARCHARHINUS BREVIPINNA","iucn"
152100,7558.98047,0,0,"Southwest Indian Seamounts Marine Protected Area","CARCHARHINUS FALCIFORMIS","iucn"
2700,7558.98047,0,0,"Southwest Indian Seamounts Marine Protected Area","CARCHARHINUS HUMANI","iucn"
76000,7558.98047,0.00288141915146203,218.987855511114,"Southwest Indian Seamounts Marine Protected Area","CARCHARHINUS LEUCAS","iucn"
18800,7558.98047,0,0,"Southwest Indian Seamounts Marine Protected Area","CARCHARHINUS LIMBATUS","iucn"
1016500,7558.98047,0.00735976136738707,7481.19742994896,"Southwest Indian Seamounts Marine Protected Area","CARCHARHINUS LONGIMANUS","iucn"
700,7558.98047,0,0,"Southwest Indian Seamounts Marine Protected Area","CARCHARHINUS MELANOPTERUS","iucn"
290000,7558.98047,0.00458729893862975,1330.31669220263,"Southwest Indian Seamounts Marine Protected Area","CARCHARHINUS OBSCURUS","iucn"
8700,7558.98047,0,0,"Southwest Indian Seamounts Marine Protected Area","CARCHARHINUS PLUMBEUS","iucn"
3100,7558.98047,0,0,"Southwest Indian Seamounts Marine Protected Area","CARCHARHINUS SORRAH","iucn"
152600,7558.98047,0.0082570869885794,1260.03147445722,"Southwest Indian Seamounts Marine Protected Area","CARCHARIAS TAURUS","iucn"
1041600,7558.98047,0.00718240920694025,7481.19742994896,"Southwest Indian Seamounts Marine Protected Area","CARCHARODON CARCHARIAS","iucn"
46800,7558.98047,0,0,"Southwest Indian Seamounts Marine Protected Area","CENTROPHORUS GRANULOSUS","iucn"
17800,7558.98047,0,0,"Southwest Indian Seamounts Marine Protected Area","CENTROPHORUS MOLUCCENSIS","iucn"
294100,7558.98047,0.0100295589849139,2949.69329746317,"Southwest Indian Seamounts Marine Protected Area","CENTROPHORUS SQUAMOSUS","iucn"
76600,7558.98047,0.0202198614318655,1548.8413856809,"Southwest Indian Seamounts Marine Protected Area","CENTROPHORUS UYATO","iucn"
118800,7558.98047,0,0,"Southwest Indian Seamounts Marine Protected Area","CENTROSCYLLIUM FABRICII","iucn"
112900,7558.98047,0.0183274917891153,2069.17382299112,"Southwest Indian Seamounts Marine Protected Area","CENTROSCYMNUS COELOLEPIS","iucn"
101900,7558.98047,0,0,"Southwest Indian Seamounts Marine Protected Area","CENTROSCYMNUS OWSTONII","iucn"
126000,7558.98047,0.0234102642655807,2949.69329746317,"Southwest Indian Seamounts Marine Protected Area","CENTROSELACHUS CREPIDATER","iucn"
2500,7558.98047,0,0,"Southwest Indian Seamounts Marine Protected Area","CEPHALOSCYLLIUM SUFFLANS","iucn"
568100,7558.98047,0.0131688037844551,7481.19742994896,"Southwest Indian Seamounts Marine Protected Area","CETORHINUS MAXIMUS","iucn"
12400,7558.98047,0.0379384912529307,470.437291536341,"Southwest Indian Seamounts Marine Protected Area","CHIMAERA NOTAFRICANA","iucn"
43300,7558.98047,0,0,"Southwest Indian Seamounts Marine Protected Area","CHLAMYDOSELACHUS AFRICANA","iucn"
56800,7558.98047,0.00123351173948935,70.063466802995,"Southwest Indian Seamounts Marine Protected Area","CIRRHIGALEUS ASPER","iucn"
17500,7558.98047,0,0,"Southwest Indian Seamounts Marine Protected Area","CRURIRAJA DURBANENSIS","iucn"
185100,7558.98047,0.0151231602763864,2799.29696715913,"Southwest Indian Seamounts Marine Protected Area","CRURIRAJA HULLEYI","iucn"
10100,7558.98047,0,0,"Southwest Indian Seamounts Marine Protected Area","CRURIRAJA PARCOMACULATA","iucn"
104300,7558.98047,0,0,"Southwest Indian Seamounts Marine Protected Area","DALATIAS LICHA","iucn"
45000,7558.98047,0,0,"Southwest Indian Seamounts Marine Protected Area","DASYATIS CHRYSONOTA","iucn"
246700,7558.98047,0.0179252345189846,4422.1553558335,"Southwest Indian Seamounts Marine Protected Area","DEANIA CALCEA","iucn"
13100,7558.98047,0,0,"Southwest Indian Seamounts Marine Protected Area","DEANIA PROFUNDORUM","iucn"
400,7558.98047,0,0,"Southwest Indian Seamounts Marine Protected Area","DEANIA QUADRISPINOSA","iucn"
2800,7558.98047,0,0,"Southwest Indian Seamounts Marine Protected Area","DIPTURUS CAMPBELLI","iucn"
128100,7558.98047,0.0260762900566917,3340.3727562622,"Southwest Indian Seamounts Marine Protected Area","DIPTURUS DOUTREI","iucn"
4800,7558.98047,0,0,"Southwest Indian Seamounts Marine Protected Area","DIPTURUS LANCEOROSTRATUS","iucn"
183700,7558.98047,0.0136085476984197,2499.89021219969,"Southwest Indian Seamounts Marine Protected Area","DIPTURUS PULLOPUNCTATUS","iucn"
231700,7558.98047,0.0141155222369497,3270.56650230125,"Southwest Indian Seamounts Marine Protected Area","DIPTURUS SPRINGERI","iucn"
3700,7558.98047,0,0,"Southwest Indian Seamounts Marine Protected Area","DIPTURUS STENORHYNCHUS","iucn"
246500,7558.98047,0.0136698475889443,3369.61743067477,"Southwest Indian Seamounts Marine Protected Area","ECHINORHINUS BRUCUS","iucn"
700,7558.98047,0,0,"Southwest Indian Seamounts Marine Protected Area","ELECTROLUX ADDISONI","iucn"
800,7558.98047,0,0,"Southwest Indian Seamounts Marine Protected Area","ERIDACNIS SINUANS","iucn"
240900,7558.98047,0.015845583773728,3817.20113109107,"Southwest Indian Seamounts Marine Protected Area","ETMOPTERUS BIGELOWI","iucn"
71200,7558.98047,0,0,"Southwest Indian Seamounts Marine Protected Area","ETMOPTERUS COMPAGNOI","iucn"
441700,7558.98047,0.0131164515625481,5793.5366551775,"Southwest Indian Seamounts Marine Protected Area","ETMOPTERUS LUCIFER","iucn"
276500,7558.98047,0.0154431791875634,4270.03904536127,"Southwest Indian Seamounts Marine Protected Area","ETMOPTERUS PUSILLUS","iucn"
91400,7558.98047,0.0190430579231352,1740.53549417456,"Southwest Indian Seamounts Marine Protected Area","ETMOPTERUS SCULPTUS","iucn"
5500,7558.98047,0,0,"Southwest Indian Seamounts Marine Protected Area","ETMOPTERUS SENTOSUS","iucn"
47500,7558.98047,0.0341197460471586,1620.68793724003,"Southwest Indian Seamounts Marine Protected Area","ETMOPTERUS VIATOR","iucn"
104000,7558.98047,0,0,"Southwest Indian Seamounts Marine Protected Area","EUPROTOMICROIDES ZANTEDESCHIA","iucn"
197700,7558.98047,0,0,"Southwest Indian Seamounts Marine Protected Area","EUPROTOMICRUS BISPINATUS","iucn"
137800,7558.98047,0,0,"Southwest Indian Seamounts Marine Protected Area","GALEOCERDO CUVIER","iucn"
209600,7558.98047,0.0146467352028236,3069.95569851183,"Southwest Indian Seamounts Marine Protected Area","GALEORHINUS GALEUS","iucn"
32700,7558.98047,0,0,"Southwest Indian Seamounts Marine Protected Area","GALEUS POLLI","iucn"
26700,7558.98047,0,0,"Southwest Indian Seamounts Marine Protected Area","GYMNURA NATALENSIS","iucn"
9500,7558.98047,0,0,"Southwest Indian Seamounts Marine Protected Area","HALAELURUS LINEATUS","iucn"
68200,7558.98047,0.00407555085991464,277.952568646179,"Southwest Indian Seamounts Marine Protected Area","HALAELURUS NATALENSIS","iucn"
60800,7558.98047,0.00133352438356546,81.0782825207799,"Southwest Indian Seamounts Marine Protected Area","HAPLOBLEPHARUS EDWARDSII","iucn"
4100,7558.98047,0,0,"Southwest Indian Seamounts Marine Protected Area","HAPLOBLEPHARUS FUSCUS","iucn"
4800,7558.98047,0,0,"Southwest Indian Seamounts Marine Protected Area","HAPLOBLEPHARUS KISTNASAMYI","iucn"
7200,7558.98047,0,0,"Southwest Indian Seamounts Marine Protected Area","HAPLOBLEPHARUS PICTUS","iucn"
36400,7558.98047,0,0,"Southwest Indian Seamounts Marine Protected Area","HARRIOTTA RALEIGHANA","iucn"
49000,7558.98047,0,0,"Southwest Indian Seamounts Marine Protected Area","HEMIPRISTIS ELONGATA","iucn"
177600,7558.98047,0.0226166714236798,4016.72084484554,"Southwest Indian Seamounts Marine Protected Area","HEPTRANCHIAS PERLO","iucn"
11000,7558.98047,0,0,"Southwest Indian Seamounts Marine Protected Area","HETERODONTUS RAMALHEIRA","iucn"
11600,7558.98047,0,0,"Southwest Indian Seamounts Marine Protected Area","HETERONARCE GARMANI","iucn"
143100,7558.98047,0,0,"Southwest Indian Seamounts Marine Protected Area","HETEROSCYMNOIDES MARLEYI","iucn"
263900,7558.98047,0.0154249589551554,4070.64666826551,"Southwest Indian Seamounts Marine Protected Area","HEXANCHUS GRISEUS","iucn"
6900,7558.98047,0,0,"Southwest Indian Seamounts Marine Protected Area","HEXANCHUS NAKAMURAI","iucn"
325900,7558.98047,0.00765531480695596,2494.86709558695,"Southwest Indian Seamounts Marine Protected Area","HEXATRYGON BICKELLI","iucn"
5700,7558.98047,0,0,"Southwest Indian Seamounts Marine Protected Area","HIMANTURA UARNAK","iucn"
600,7558.98047,0,0,"Southwest Indian Seamounts Marine Protected Area","HOLOALAELURUS PUNCTATUS","iucn"
10200,7558.98047,0,0,"Southwest Indian Seamounts Marine Protected Area","HOLOHALAELURUS FAVUS","iucn"
600,7558.98047,0,0,"Southwest Indian Seamounts Marine Protected Area","HOLOHALAELURUS PUNCTATUS","iucn"
247100,7558.98047,0.0140432465239001,3470.08621605571,"Southwest Indian Seamounts Marine Protected Area","HOLOHALAELURUS REGANI","iucn"
120500,7558.98047,0.010390300784856,1252.03124457515,"Southwest Indian Seamounts Marine Protected Area","HYDROLAGUS AFFINIS","iucn"
32900,7558.98047,0,0,"Southwest Indian Seamounts Marine Protected Area","HYDROLAGUS AFRICANUS","iucn"
99900,7558.98047,0,0,"Southwest Indian Seamounts Marine Protected Area","HYPOGALEUS HYUGAENSIS","iucn"
857200,7558.98047,0.00468842887887248,4018.92123496949,"Southwest Indian Seamounts Marine Protected Area","ISURUS OXYRINCHUS","iucn"
1002600,7558.98047,0.00746179675837718,7481.19742994896,"Southwest Indian Seamounts Marine Protected Area","ISURUS PAUCUS","iucn"
999100,7558.98047,0.00748793657286454,7481.19742994896,"Southwest Indian Seamounts Marine Protected Area","LAMNA NASUS","iucn"
8500,7558.98047,0.03520937912644,299.27972257474,"Southwest Indian Seamounts Marine Protected Area","LEUCORAJA COMPAGNOI","iucn"
187000,7558.98047,0.0133683968566829,2499.89021219969,"Southwest Indian Seamounts Marine Protected Area","LEUCORAJA WALLACEI","iucn"
300,7558.98047,0,0,"Southwest Indian Seamounts Marine Protected Area","LOXODON MACRORHINUS","iucn"
31700,7558.98047,0,0,"Southwest Indian Seamounts Marine Protected Area","MALACORAJA SPINACIDERMIS","iucn"
1041600,7558.98047,0.00718240920694025,7481.19742994896,"Southwest Indian Seamounts Marine Protected Area","MEGACHASMA PELAGIOS","iucn"
304400,7558.98047,0,0,"Southwest Indian Seamounts Marine Protected Area","MITSUKURINA OWSTONI","iucn"
222300,7558.98047,0,0,"Southwest Indian Seamounts Marine Protected Area","MOBULA ALFREDI","iucn"
199500,7558.98047,0,0,"Southwest Indian Seamounts Marine Protected Area","MOBULA BIROSTRIS","iucn"
131200,7558.98047,0,0,"Southwest Indian Seamounts Marine Protected Area","MOBULA EREGOODOO","iucn"
226800,7558.98047,0,0,"Southwest Indian Seamounts Marine Protected Area","MOBULA KUHLII","iucn"
